0.10000000	   6666.11850000	    1.01889491	                0.20000000	                0.00740680
0.20000000	   6666.11850000	    1.01889491	                0.20000000	                0.00740680
0.30000000	   6666.11850000	    1.01889491	                0.20000000	                0.00740680
0.40000000	   6666.11850000	    1.01889491	                0.20000000	                0.00740680
0.50000000	   6666.11850000	    1.01889491	                0.20000000	                0.00740680
0.60000000	   6666.11850000	    1.01889491	                0.20000000	                0.00740680
0.70000000	   6666.11850000	    1.01889491	                0.20000000	                0.00740680
0.80000000	   6666.11850000	    1.01889491	                0.20000000	                0.00740680
0.90000000	   6666.11850000	    1.01889491	                0.19999999	                0.00740680
1.00000000	   6666.11850000	    1.01889491	                0.19999999	                0.00740680
1.10000000	   6666.11850000	    1.01889491	                0.19999999	                0.00740680
1.20000000	   6666.11850000	    1.01889491	                0.20000000	                0.00740680
1.30000000	   6666.11850000	    1.01889491	                0.20000000	                0.00740680
1.40000000	   6666.11850000	    1.01889491	                0.20000000	                0.00740680
1.50000000	   6666.11850000	    1.01889491	                0.20000000	                0.00740680
1.60000000	   6666.11850000	    1.01889491	                0.20000000	                0.00740680
1.70000000	   6666.11850000	    1.01889491	                0.20000000	                0.00740680
1.80000000	   6666.11850000	    1.01889491	                0.20000000	                0.00740680
1.90000000	   6666.11850000	    1.01889491	                0.20000000	                0.00740680
2.00000000	   6666.11850000	    1.01889491	                0.20000000	                0.00740680
2.10000000	   66661.18500000	    1.52834237	                -0.30161878	                -0.01001061
2.20000000	   66661.18500000	    1.52834237	                       NaN	                       NaN
